lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP0000128;204AMGH37DM0NZAAS4LB;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP0001129;204AMGH37DM0NZAAS4WA;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP0002130;204AMGH37DM0NZAAS4WB;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;SLS AMG;SLS AMG;SLS AMG COUPE BVA7;M10AMGVP0003131;197F37SM0YZAAA200;ES;non;50;420;A 7;19,9;9,3;13,2;308;0,452;0,034;0,033;;;1695;1695;715/2007*566/2011EURO5;;COUPE;LUXE
MERCEDES AMG;SLS AMG;SLS AMG;SLS AMG COUPE BVA7;M10AMGVP0004132;197F37SM0YZAAB200;ES;non;50;420;A 7;19,9;9,3;13,2;308;0,452;0,034;0,033;;;1695;1695;715/2007*566/2011EURO5;;COUPE;LUXE
MERCEDES AMG;SLS AMG;SLS AMG;SLS AMG CABRIOLET BVA7;M10AMGVP0005133;197F47SM0YZAAA200;ES;non;50;420;A 7;19,9;9,3;13,2;308;0,452;0,034;0,033;;;1735;1735;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES AMG;SLS AMG;SLS AMG;SLS AMG CABRIOLET BVA7;M10AMGVP0006134;197F47SM0YZAAB200;ES;non;50;420;A 7;19,9;9,3;13,2;308;0,452;0,034;0,033;;;1735;1735;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP0007135;221AMGI07TM0RZABR50A;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2120;2120;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP0008136;221AMGI07TM0RZABR50B;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2120;2120;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP0009137;221AMGI07UM0RZABR50A;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2120;2120;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000A138;221AMGI07UM0RZABR50B;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2120;2120;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S65 AMG;S 65 AMG;S 65 AMG BVA5;M10AMGVP000B139;221AMGI17JM0SZBAR40A;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2275;2275;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S65 AMG;S 65 AMG;S 65 AMG BVA5;M10AMGVP000C140;221AMGI17JM0SZBAR40B;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2275;2275;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S65 AMG;S 65 AMG;S 65 AMG BVA5;M10AMGVP000D141;221AMGI17JM0SZBAR50A;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2275;2275;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S65 AMG;S 65 AMG;S 65 AMG BVA5;M10AMGVP000E142;221AMGI17JM0SZBAR50B;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2275;2275;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000F107;204AMGH077M0NZAAR50A;ES;non;36;336;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000F143;221AMGI17TM0RZBBR40A;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000G108;204AMGH077M0NZAAR50B;ES;non;36;336;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000G144;221AMGI17TM0RZBBR40B;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000H109;204AMGH07CM0NZAAR50A;ES;non;40;358;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000H145;221AMGI17TM0RZBBR50A;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000J110;204AMGH07CM0NZAAR50B;ES;non;40;358;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000J111;204AMGH377M0NZAAR40A;ES;non;36;336;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000J146;221AMGI17TM0RZBBR50B;ES;non;45;400;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000J147;221AMGI17UM0RZBBR40A;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000K112;204AMGH377M0NZAAR40B;ES;non;36;336;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000K148;221AMGI17UM0RZBBR40B;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000L113;204AMGH37CM0NZAAR40A;ES;non;40;358;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000L149;221AMGI17UM0RZBBR50A;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG BVA7;M10AMGVP000M114;204AMGH37CM0NZAAR40B;ES;non;40;358;A 7;18,2;8,4;12;280;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;S63 AMG;S 63 AMG;S 63 AMG BVA7;M10AMGVP000M150;221AMGI17UM0RZBBR50B;ES;non;48;420;A 7;14,4;8,2;10,5;244;0,225;0,031;0,037;;0,001;2170;2170;715/2007*566/2011EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE CL;CL 65 AMG;CL 65 AMG BVA5;M10AMGVP000N151;216AMGQ37JM0SZAAR40A;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2245;2245;715/2007*566/2011EURO5;;COUPE;LUXE
MERCEDES AMG;CLASSE CL;CL 65 AMG;CL 65 AMG BVA5;M10AMGVP000P152;216AMGQ37JM0SZAAR40B;ES;non;58;463;A 5;21,8;9,9;14,3;334;0,382;0,042;0,03;;;2245;2245;715/2007*566/2011EURO5;;COUPE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP000V123;204AMGH37DM0NZAAS2LA;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1710;1710;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP000W124;204AMGH37DM0NZAAS2LB;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1710;1710;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP000X125;204AMGH37DM0NZAAS2WA;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1710;1710;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP000Y126;204AMGH37DM0NZAAS2WB;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1710;1710;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES AMG;CLASSE C;C 63 AMG;C63 AMG Black Series BVA7;M10AMGVP000Z127;204AMGH37DM0NZAAS4LA;ES;non;43;380;A 7;18,2;8,8;12,2;286;0,302;0,028;0,034;;;1730;1730;715/2007*692/2008EURO5;;BERLINE;LUXE
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 1.2 TFSI (105ch);M10AUDVP0004939;8PKCBZBF1FM6AJ008R8P627MGEM1;ES;non;6;77;M 6;7;5;5,7;132;0,433;0,035;0,018;;0;1435;1435;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 1.4 TFSI (125ch);M10AUDVP000G042;8PACAXCF1FM6AJ008R8P617MGEM1;ES;non;7;92;M 6;7,3;4,8;5,7;132;0,24;0,025;0,029;;0,002;1330;1330;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 1.4 TFSI (125ch) S TRONIC;M10AUDVP000S600;8PACAXCF1FD7AM006R8P617MGEM1;ES;non;7;92;A 7;6,4;4,7;5,3;124;0,41;0,048;0,033;;0,003;1345;1345;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Coup‚ 2.0 TFSI (211ch);M10AUDVP0010643;8JCCESAF1FM62Q026R8J607MGEM1;ES;non;12;155;M 6;8,9;5,2;6,6;154;0,173;0,033;0,022;;0,001;1335;1335;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;A3;A3;A3 1.2 TFSI (105ch);M10AUDVP0012451;8PACBZBF1FM6AJ008R8P637MGEM1;ES;non;6;77;M 6;6,7;4,7;5,5;127;0,399;0,036;0,017;;0,002;1280;1280;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Coup‚ 2.0 TFSI (211ch) QUATTRO S TRONIC;M10AUDVP0012645;8JCCESAQ1QD62E079R8J607MGEM1;ES;non;12;155;A 6;9,9;5,7;7,2;169;0,18;0,028;0,031;;0,002;1435;1435;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;A3;A3;A3 2.0 TFSI (200ch) S TRONIC;M10AUDVP0016455;8PACCZAF1FD62E016R8P617MGEM0;ES;non;12;147;A 6;9,9;5,8;7,3;168;0,236;0,038;0,03;;0,001;1405;1405;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 2.0 TFSI (200ch);M10AUDVP0018457;8PACCZAF1FM62Q011R8P617MGEM0;ES;non;12;147;M 6;9,8;5,5;7,1;164;0,249;0,026;0,021;;0,001;1370;1370;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 2.0 TFSI (200ch) QUATTRO S TRONIC;M10AUDVP001A459;8PACCZAQ1QD62E074R8P617MGEM0;ES;non;12;147;A 6;9,9;6,1;7,5;174;0,327;0,044;0,026;;0,002;1490;1490;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 1.6 TDI (90ch);M10AUDVP001B424;8PACAYBF1FM5A4051R8P617MGEM1;GO;non;5;66;M 5;5,6;3,7;4,4;114;0,181;;0,149;0,173;0;1355;1355;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 1.6 TDI (105ch);M10AUDVP001C389;8PKCAYCF1FM5A4051R8P607MGEM1;GO;non;5;77;M 5;5,2;3,9;4,3;114;0,246;;0,155;0,18;0;1505;1505;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 1.8 TFSI (160ch) S TRONIC;M10AUDVP001C461;8PACDAAF1FD7AM006R8P617MGEM0;ES;non;9;118;A 7;8,5;5,2;6,5;149;0,46;0,05;0,017;;0,001;1370;1370;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Roadster 2.0 TFSI (211ch) S TRONIC;M10AUDVP001D681;8JRCESAF1FD62E026R8J607MGEM1;ES;non;12;155;A 6;10;5,6;7,2;168;0,314;0,04;0,018;;0,002;1390;1390;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3;A3;A3 1.6 TDI (105ch) S TRONIC;M10AUDVP001F428;8PACAYCF1FD7AM014R8P617MGEM1;GO;non;5;77;A 7;4,5;3,9;4,2;109;0,113;;0,122;0,141;0;1375;1375;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 1.8 TFSI (160ch) QUATTRO;M10AUDVP001F464;8PACDAAQ1QM62Q030R8P607MGEM0;ES;non;9;118;M 6;9,7;6;7,3;170;0,547;0,049;0,019;;0,001;1450;1450;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Roadster 2.0 TFSI (211ch);M10AUDVP001F683;8JRCESAF1FM62Q026R8J607MGEM1;ES;non;12;155;M 6;9;5,4;6,7;156;0,187;0,035;0,022;;0,001;1370;1370;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3;A3;A3 1.6 TDI (105ch);M10AUDVP001H430;8PACAYCF1FM5A4051R8P617MGEM1;GO;non;5;77;M 5;5;3,7;4,1;109;0,253;;0,158;0,183;0;1355;1355;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Roadster 2.0 TFSI (211ch) QUATTRO S TRONIC;M10AUDVP001H685;8JRCESAQ1QD62E079R8J607MGEM1;ES;non;13;155;A 6;10,2;5,7;7,4;172;0,2;0,037;0,033;;0,002;1480;1480;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3;A3;A3 1.6 TDIe (105ch);M10AUDVP001J431;8PACAYCF1FM5A4054R8P507MGEM3;GO;non;5;77;M 5;4,7;3,3;3,8;99;0,284;;0,123;0,153;0,001;1350;1350;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TTS;TT;TTS Coup‚ 2.0 TFSI (272ch) QUATTRO S TRONIC;M10AUDVP001J626;8JCCDLBQ1QD62E073R8J807MGEM1;ES;non;17;200;A 6;10,6;6;7,7;179;0,27;0,045;0,049;;0,001;1490;1490;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;AUDI TT;TT;TT Roadster 1.8 TFSI (160ch);M10AUDVP001J662;8JRCDAAF1FM62S002R8J607MGEM1;ES;non;9;118;M 6;8,6;5,3;6,5;152;0,273;0,05;0,02;;0,001;1360;1360;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;AUDI TTS;TT;TTS Coup‚ 2.0 TFSI (272ch) QUATTRO;M10AUDVP001N630;8JCCDLBQ1QM62Q023R8J807MGEM1;ES;non;17;200;M 6;10,8;6,2;7,9;184;0,366;0,04;0,026;;0,001;1470;1470;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;AUDI TTS;TT;TTS Roadster 2.0 TFSI (272ch) QUATTRO S TRONIC;M10AUDVP001N666;8JRCDLBQ1QD62E073R8J807MGEM1;ES;non;17;200;A 6;10,8;6,2;7,9;184;0,27;0,045;0,049;;0,001;1550;1550;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 2.0 TFSI (200ch) S TRONIC;M10AUDVP001P401;8PKCCZAF1FD62E016R8P607MGEM0;ES;non;12;147;A 6;9,9;5,9;7,4;171;0,312;0,05;0,016;;0,001;1560;1560;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 2.0 TFSI (200ch);M10AUDVP001R403;8PKCCZAF1FM62Q011R8P607MGEM0;ES;non;12;147;M 6;10;5,6;7,2;169;0,587;0,06;0,019;;0,001;1510;1510;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (140ch) S TRONIC;M10AUDVP001R475;8PACFFBF1FD62E018R8P617MGEM1;GO;non;7;103;A 6;5,8;4,4;4,9;129;0,151;;0,106;0,126;0;1420;1420;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TTS;TT;TTS Roadster 2.0 TFSI (272ch) QUATTRO;M10AUDVP001R670;8JRCDLBQ1QM62Q023R8J807MGEM1;ES;non;17;200;M 6;10,9;6,4;8,1;189;0,366;0,04;0,026;;0,001;1530;1530;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 1.8 TFSI (160ch) S TRONIC;M10AUDVP001S405;8PKCDAAF1FD7AM006R8P607MGEM0;ES;non;9;118;A 7;8,7;5,4;6,6;154;0,572;0,062;0,013;;0;1525;1525;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (140ch);M10AUDVP001S477;8PACFFBF1FM62Q025R8P617MGEM1;GO;non;7;103;M 6;5,5;3,8;4,4;115;0,277;;0,128;0,16;0;1395;1395;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 1.8 TFSI (160ch);M10AUDVP001U407;8PKCDAAF1FM62S002R8P607MGEM0;ES;non;9;118;M 6;8,9;5,5;6,7;156;0,619;0,071;0,02;;0,001;1500;1500;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (140ch) QUATTRO;M10AUDVP001U479;8PACFFBQ1QM62Q031R8P617MGEM1;GO;non;7;103;M 6;6,3;4,2;5;129;0,445;;0,121;0,182;0;1495;1495;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 2.0 TDI (140ch) S TRONIC;M10AUDVP001W409;8PKCFFAF1FD62E018R8P607MGEM1;GO;non;7;100;A 6;6;4,6;5,1;134;0,2;;0,122;0,154;0;1570;1570;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (170ch) S TRONIC;M10AUDVP001W481;8PACFGBF1FD62E018R8P617MGEM1;GO;non;9;125;A 6;5,6;4,5;4,9;128;0,18;;0,136;0,162;0;1430;1430;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 2.0 TDI (140ch);M10AUDVP001Y411;8PKCFFAF1FM62Q025R8P607MGEM1;GO;non;7;100;M 6;5,7;3,9;4,6;119;0,236;;0,131;0,158;0;1550;1550;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (170ch);M10AUDVP001Y483;8PACFGBF1FM62Q017R8P617MGEM1;GO;non;9;125;M 6;5,7;4,2;4,7;123;0,353;;0,121;0,166;0;1410;1410;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;AUDI TT;TT;TT Coup‚ 2.0 TFSI (211ch) S TRONIC;M10AUDVP001Y641;8JCCESAF1FD62E026R8J607MGEM1;ES;non;12;155;A 6;9,9;5,4;7,1;164;0,269;0,04;0,019;;0,002;1355;1355;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;A3;A3;A3 1.2 TFSI (105ch) S TRONIC;M10AUDVP001Z448;8PACBZBF1FD7AM006R8P627MGEM1;ES;non;6;77;A 7;6,5;4,6;5,3;123;0,465;0,025;0,014;;0,002;1305;1305;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A3;A3;A3 2.0 TDI (170ch) QUATTRO;M10AUDVP001Z484;8PACFGBQ1QM62Q018R8P607MGEM1;GO;non;9;125;M 6;6,1;4,6;5,2;135;0,242;;0,12;0,16;0;1500;1500;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
AUDI;A8;A8;A8 4.2 FSI (372ch) QUATTRO TIPTRONIC 8;M10AUDVP0031581;4HLCDRAQ1QA8BK001R4H71S57MGEM0;ES;non;26;273;A 8;13,3;7,2;9,5;219;0,62;0,063;0,008;;0,003;1910;1910;715/2007*692/2008EURO5;;BERLINE;LUXE
AUDI;AUDI TT RS;TT;TT RS Roadster 2.5 TFSI (340ch) QUATTRO S TRONIC;M10AUDVP0031703;8JRCEPAQ1QD7BH006R8J817MGEM1;ES;non;23;250;A 7;12,4;6,4;8,6;199;0,444;0,033;0,006;;0,002;1610;1610;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;AUDI TT RS;TT;TT RS Roadster 2.5 TFSI (340ch) QUATTRO;M10AUDVP0035707;8JRCEPAQ1QM6A6007R8J817MGEM1;ES;non;23;250;M 6;12,8;7;9,1;212;0,478;0,04;0,013;;0,002;1585;1585;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A3 CABRIOLET;A3;A3 CABRIOLET 1.6 TFSI (125ch);M10AUDVP003H949;8PKCAXCF1FM6AJ009R8P627MGEM1;ES;non;7;92;M 6;7,4;5,2;6;139;0,257;0,039;0,032;;0,001;1485;1485;715/2007*692/2008EURO5;;CABRIOLET;MOY-INFER
AUDI;A8L;A8;A8L 4.2 FSI (372ch) QUATTRO TIPTRONIC 8;M10AUDVP003K528;4HGCDRAQ1QA8BK001R4H71S57MGEM0;ES;non;27;273;A 8;13,6;7,4;9,7;224;0,62;0,063;0,008;;0,003;1960;1960;715/2007*692/2008EURO5;;BERLINE;LUXE
AUDI;AUDI TT RS;TT;TT RS Coup‚ 2.5 TFSI (340ch) QUATTRO S TRONIC;M10AUDVP003T695;8JCCEPAQ1QD7BH006R8J817MGEM1;ES;non;23;250;A 7;12,3;6,3;8,5;197;0,444;0,033;0,006;;0,002;1550;1550;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;AUDI TT RS;TT;TT RS Coup‚ 2.5 TFSI (340ch) QUATTRO;M10AUDVP003X699;8JCCEPAQ1QM6A6007R8J817MGEM1;ES;non;23;250;M 6;12,6;6,8;9;209;0,478;0,04;0,013;;0,002;1525;1525;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;AUDI TT RS;TT;TT RS plus Coup‚ 2.5 TFSI (360ch) QUATTRO;M10AUDVP0040022;8JCCEPBQ1QM6A6007R8J817MGEM1;ES;non;25;265;M 6;12,6;6,8;9;209;0,478;0,04;0,013;;0,002;1525;1525;715/2007*692/2008EURO5;;CABRIOLET;MOY-SUPER
AUDI;A5 COUPE;A5;A5 2.0 TDI (177ch);M10AUDVP0040895;B8CCGLCF1FM6B1002RB8TBS47MGEM1;GO;non;9;130;M 6;5,5;4,1;4,6;120;0,186;;0,133;0,164;0;1545;1545;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
AUDI;A5 COUPE;A5;A5 2.0 TDI (177ch);M10AUDVP0040895;B8CCGLCF1FM6B1002RB8TBS47MGEM1;GO;non;9;130;M 6;5,5;4,1;4,6;120;0,186;;0,133;0,163;0;1545;1545;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
AUDI;A4 LIMOUSINE;A4;A4 V6 3.0 TFSI (204ch) MULTITRONIC 8;M10AUDVP0040967;B8LCLABF1FAVAW012RB8KCS57MGEM1;GO;non;11;150;V 0;5,5;4,6;4,9;129;0,21;;0,172;0,19;0;1665;1665;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
AUDI;AUDI TT;TT;TT Coup‚ 2.0 TDI (170ch) QUATTRO;M10AUDVP0042412;8JCCFGBQ1QM62Q018R8J607MGEM1;GO;non;9;125;M 6;7;4,3;5,3;139;0,165;;0,104;0,136;0;1445;1445;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
AUDI;A8;A8;A8 V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC 8;M10AUDVP0042800;4HLCGWAQ1QA8BK001R4H71S57MGEM2;ES;non;19;213;A 8;11,7;7,1;8,8;204;0,402;0,037;0,007;;0,002;1905;1905;715/2007*566/2011EURO5;;BERLINE;LUXE
AUDI;A4 AVANT;A4;A4 AVANT 1.8 TFSI (170ch) MULTITRONIC 8;M10AUDVP0042872;B8ACJEBF1FAVAW010RB8KAS57MGEM1;ES;non;9;125;V 0;7;5,4;6;139;0,299;0,044;0,017;;0;1565;1565;715/2007*566/2011EURO5;;BREAK;MOY-SUPER
AUDI;A5 COUPE;A5;A5 2.0 TDI (177ch) QUATTRO;M10AUDVP0043898;B8CCGLCQ1QM6B2003RB8TBS47MGEM1;GO;non;10;130;M 6;6,1;4,5;5,1;134;0,207;;0,143;0,174;0;1610;1610;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
AUDI;A5 SPORTBACK;A5;A5 SPORTBACK 2.0 TDI (177ch) MULTITRONIC 8;M10AUDVP0045997;B8SCGLCF1FAV8W001RB8TBS57MGEM1;GO;non;9;130;V 0;5,7;4,4;4,8;127;0,103;;0,143;0,159;0;1615;1615;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
AUDI;AUDI TT;TT;TT Roadster 1.8 TFSI (160ch) S TRONIC;M10AUDVP0046416;8JRCDAAF1FD7AM006R8J607MGEM1;ES;non;9;118;A 7;8,6;5,3;6,6;152;0,36;0,05;0,011;;0,001;1375;1375;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
