lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
AUDI;Q7;Q7;Q7 V6 3.0 TDI clean diesel (245ch) QUATTRO TIPTRONIC;M1GAUDVP004N065;4LXCLZBQ1QA8C8022R4L217MKEM2S7FL;GO;non;15;180;A 8;8,8;6,6;7,4;195;0,181;;0,055;0,068;0;2425;2425;715/2007*692/2008EURO6;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q5;Q5;Q5 2.0 TFSI (211ch) QUATTRO TIPTRONIC;M1GAUDVP005L256;8RXCDNCQ1QA8BK022R8R717MGEM9;ES;non;13;155;A 8;11;7,1;8,5;199;0,319;0,044;0,043;;0,001;1830;1830;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
BMW;SERIE X;X5;X5 M50d;M1GBMWVP0056520;X5ZW815A000;GO;non;27;280;A 8;8,8;6,8;7,5;199;0,387;;0,18;0,209;0;2225;2225;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X5;X5 xDrive30d;M1GBMWVP0057424;X5ZW415A000;GO;non;15;180;A 8;8,7;6,7;7,4;195;0,239;;0,15;0,171;0;2150;2150;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X6;X6 xDrive35i;M1GBMWVP0059620;X6FG215A000;ES;non;21;225;A 8;13,2;8,3;10,1;236;0,511;0,058;0,017;;0,002;2145;2145;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X5;X5 xDrive40d;M1GBMWVP005B464;X5ZW615A000;GO;non;20;225;A 8;8,8;6,8;7,5;198;0,264;;0,162;0,19;0;2185;2185;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X5;X5 xDrive50i;M1GBMWVP005F396;X5ZV815A000;ES;non;32;300;A 8;17,5;9,6;12,5;292;0,365;0,04;0,018;;0,001;2265;2265;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X6;X6 M50d;M1GBMWVP005J824;X6FH815A000;GO;non;27;280;A 8;9;7;7,7;204;0,387;;0,18;0,209;0;2225;2225;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X6;X6 xDrive30d;M1GBMWVP005K764;X6FH615A000;GO;non;15;180;A 8;8,7;6,7;7,4;195;0,239;;0,15;0,171;0;2150;2150;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X6;X6 xDrive50i;M1GBMWVP005L668;X6FG815A000;ES;non;32;300;A 8;17,5;9,6;12,5;292;0,365;0,04;0,018;;0,001;2265;2265;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X5;X5 xDrive35i;M1GBMWVP005P380;X5ZV415A000;ES;non;21;225;A 8;13,2;8,3;10,1;236;0,511;0,058;0,017;;0,002;2145;2145;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
BMW;SERIE X;X6;X6 xDrive40d;M1GBMWVP005W740;X6FH015A000;GO;non;20;225;A 8;8,8;6,8;7,5;198;0,264;;0,162;0,19;0;2185;2185;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
CADILLAC;ESCALADE HYBRID;ESCALADE;ESCALADE 6.0L V8 BVA Hybrid AWD;M1GCDCVP000A072;GMT926HybridAAAAAAAAAAAAA;ES;oui;24;248;A 4;12,2;10,2;10,9;256;0,655;0,073;0,006;;;2842;2842;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
CADILLAC;ESCALADE;ESCALADE;"""ESCALADE 6.2L V8 BVA AWD 22"""" 7PL""";M1GCDCVP000H043;GMT926AAAAAAAAAAABA;ES;non;33;301;A 6;20,1;11,3;14,5;339;0,58;0,039;0,009;;;2684;2684;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
CADILLAC;ESCALADE;ESCALADE;"""ESCALADE 6.2L V8 BVA AWD 22"""" 8PL""";M1GCDCVP000J044;GMT926AAAAAAAAAAABB;ES;non;33;301;A 6;20,1;11,3;14,5;339;0,58;0,039;0,009;;;2684;2684;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVA5;M1GJEPVP0000332;JKJXJFXC5HN3A;ES;non;20;209;A 5;16,1;9,2;11,7;273;0,417;0,031;0,012;;;1995;2125;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;COMPASS;COMPASS;NOUVEAU COMPASS (2012) 2.2 L CRD BVM6 4x4 (136ch);M1GJEPVP0005276;PKJA5FJC5LD1A;GO;non;8;100;M 6;7,9;5,9;6,6;172;0,252;;0,137;0,17;0;1680;1730;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;COMPASS;COMPASS;COMPASS 2.2 L CRD BMV6;M1GJEPVP0006180;PKJA5FJB5MD1A;GO;non;10;120;M 6;7,9;5,9;6,6;172;0,252;;0,137;0,17;0;1680;1730;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;COMPASS;COMPASS;NOUVEAU COMPASS (2012) 2.2 L CRD BVM6 4x4 (163ch);M1GJEPVP0006277;PKJA5FJC5MD1A;GO;non;10;120;M 6;7,9;5,9;6,6;172;0,252;;0,137;0,17;0;1680;1730;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 2.8 L CRD BVM6 SPORT/SAHARA;M1GJEPVP0007303;JKJVHE9C4HD2A;GO;non;12;147;M 6;8,3;6,5;7,1;187;0,109;0,023;0,135;0,161;0;1945;2033;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 2.8 L CRD BVM6 RUBICON;M1GJEPVP0008304;JKJVHE9C4HD3A;GO;non;13;147;M 6;9,3;7,2;8;209;0,109;0,023;0,135;0,161;0;1945;2033;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 2.8 L CRD BVA5 SPORT/SAHARA;M1GJEPVP000C308;JKJVJE9C4HD2A;GO;non;13;147;A 5;9,7;7,1;8,1;213;0,048;0,015;0,133;0,149;0;1933;2075;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;COMPASS;COMPASS;COMPASS 2.2 L CRD BMV6;M1GJEPVP000D115;PKJA5FJA5MD1A;GO;non;10;120;M 6;7,9;5,9;6,6;172;0,252;;0,137;0,17;0;1680;1730;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;GRAND CHEROKEE;GRAND CHEROKEE;GRAND CHEROKEE 5.7 L V8 BVA5;M1GJEPVP000D151;WKJLECHB5HN2A;ES;non;27;259;A 5;21,1;10;14,1;327;0,433;0,04;0,016;;;2382;2499;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 2.8 L CRD BVA5 RUBICON;M1GJEPVP000D309;JKJVJE9C4HD3A;GO;non;13;147;A 5;10,2;7,7;8,6;227;0,048;0,015;0,133;0,149;0;1933;2075;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 3.6 L V6 PENTASTAR;M1GJEPVP000F311;JKJVJFXC4HN2A;ES;non;20;209;A 5;15,4;8,5;11;256;0,417;0,031;0,012;;;1828;1996;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER;WRANGLER;WRANGLER (2012) 3.6 L V6 PENTASTAR;M1GJEPVP000G312;JKJVJFXC4HN3A;ES;non;20;209;A 5;15,6;8,8;11,3;263;0,417;0,031;0,012;;;1828;1996;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;GRAND CHEROKEE;GRAND CHEROKEE;GRAND CHEROKEE (2012) 5.7 L V8 HEMI BVA6;M1GJEPVP000K255;WKJLGCHC5HN2A;ES;non;27;259;A 6;20,9;10,2;14,1;329;0,682;0,058;0,024;;;2382;2499;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
JEEP;GRAND CHEROKEE;GRAND CHEROKEE;GRAND CHEROKEE (2012) 3.0 L V6 (241ch);M1GJEPVP000L256;WKJLJCFC5HD2A;GO;non;16;177;A 5;10,3;7,2;8,3;218;0,341;;0,164;0,195;0,001;2347;2430;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
JEEP;GRAND CHEROKEE;GRAND CHEROKEE;GRAND CHEROKEE (2012) 3.0 L V6 (190ch);M1GJEPVP000M257;WKJLJCFC5LD2A;GO;non;12;140;A 5;10,3;7,2;8,3;218;0,341;;0,164;0,195;0,001;2347;2430;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
JEEP;GRAND CHEROKEE;GRAND CHEROKEE;GRAND CHEROKEE (2012) 3.6 L V6 PENTASTAR FLEXFUEL BVA;M1GJEPVP000N258;WKJLJCXC5HN1A;FE;non;20;210;A 5;20,5;11,8;15;246;0,631;0,074;0,023;;;2266;2354;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVM6;M1GJEPVP000R323;JKJXHF9C5HD2A;GO;non;12;147;M 6;8,6;6,7;7,4;194;0,109;0,023;0,135;0,161;0;2128;2238;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVM6;M1GJEPVP000S324;JKJXHF9C5HD3A;GO;non;13;147;M 6;9,6;7,5;8,3;217;0,109;0,023;0,135;0,161;0;2128;2238;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited Rubicon BVM6;M1GJEPVP000W170;JKJXHF9B5HD3A;GO;non;13;147;M 6;9,6;7,5;8,3;217;0,109;0,023;0,135;0,161;0;2128;2238;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVA5;M1GJEPVP000W328;JKJXJF9C5HD2A;GO;non;13;147;A 5;10;7,3;8,3;217;0,048;0,015;0,133;0,149;0;2073;2253;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited BVA5;M1GJEPVP000X171;JKJXJF9B5HD2A;GO;non;13;147;A 5;10;7,3;8,3;217;0,048;0,015;0,133;0,149;0;2073;2253;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVA5;M1GJEPVP000X329;JKJXJF9C5HD3A;GO;non;13;147;A 5;10,3;7,9;8,8;230;0,048;0,015;0,133;0,149;0;2073;2253;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited Rubicon BVA5;M1GJEPVP000Y172;JKJXJF9B5HD3A;GO;non;13;147;A 5;10,3;7,9;8,8;230;0,048;0,015;0,133;0,149;0;2073;2253;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
JEEP;WRANGLER UNLIMITED;WRANGLER;WRANGLER Unlimited (2012) 2.8 L CRD BVA5;M1GJEPVP000Z331;JKJXJFXC5HN2A;ES;non;20;209;A 5;15,8;8,9;11,4;265;0,417;0,031;0,012;;;1995;2125;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
TOYOTA;LAND CRUISER 150;LAND CRUISER;LAND CRUISER 3P (190ch) D-4D BVA5;M1GJT0VP003K650;J15TMKDJ155(MC)KDJ155L-GJAEYW(3C);GO;non;12;140;A 5;9,6;7;7,9;209;0,058;;0,157;0,171;0;2070;2235;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
TOYOTA;LAND CRUISER 150;LAND CRUISER;LAND CRUISER 3P (190ch) D-4D BVM6;M1GJT0VP003N653;J15TMKDJ155(MC)KDJ155L-GJFEYW(3C);GO;non;12;140;M 6;9,7;7,1;8,1;214;0,144;;0,161;0,192;0,002;2060;2225;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
TOYOTA;LAND CRUISER 150;LAND CRUISER;LAND CRUISER 5P (190ch) D-4D BVA5;M1GJT0VP003U624;J15TMKDJ150(MF)KDJ150L-GKAEYW(6C);GO;non;12;140;A 5;9,7;7,1;8,1;213;0,058;;0,157;0,171;0;2285;2490;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
TOYOTA;LAND CRUISER 150;LAND CRUISER;LAND CRUISER 5P (190ch) D-4D BVM6;M1GJT0VP003X627;J15TMKDJ150(MF)KDJ150L-GKFEYW(6C);GO;non;12;140;M 6;9,8;7,3;8,2;217;0,144;;0,161;0,192;0,002;2275;2480;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
TOYOTA;LAND CRUISER;LAND CRUISER;LAND CRUISER STATION WAGON V8 7 places;M1GJT0VP004R267;J20(a)VDJ200(NA)VDJ200L-GNTEZW(1E);GO;non;19;200;A 6;11,2;8,5;9,5;250;0,302;0,143;0,169;;0,61;2585;2815;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
TOYOTA;LAND CRUISER;LAND CRUISER;LAND CRUISER STATION WAGON V8 5 places;M1GJT0VP004Z276;J20(a)VDJ200(M)VDJ200L-GMTEZW(1E);GO;non;19;200;A 6;11,2;8,5;9,5;250;0,302;0,143;0,169;;0,61;2585;2815;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SI4 5P BVA 5 PL;M1GLDRVP0000196;LVS5MV2FD5T2;ES;non;15;177;A 6;11,9;6,9;8,7;199;0,353;0,029;0,025;0,054;0,001;1720;1885;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER SPORT;RANGE ROVER;RANGE ROVER SPORT TDV6 3.0L BVA 8;M1GLDRVP0001197;LSS4KQ2FE5L1;GO;non;14;155;A 8;9,7;7,8;8,5;224;0,435;;0,157;0,202;0,001;2580;2738;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER SPORT;RANGE ROVER;RANGE ROVER SPORT SDV6 3.0L (255ch) BVA 8;M1GLDRVP0002198;LSS4KW2FE5L1;GO;non;17;188;A 8;9,8;8,1;8,8;230;0,386;;0,16;0,195;0,001;2580;2738;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER;RANGE ROVER;RANGE ROVER V8 5.0L S/C Ultimate ‚dition;M1GLDRVP0003199;LMS4IO2FD4F1;ES;non;44;375;A 6;22,6;10,4;14,9;348;0,374;0,039;0,014;;0,001;2580;2776;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER;RANGE ROVER;RANGE ROVER TDV8 4.4L Ultimate ‚dition;M1GLDRVP0004200;LMS4LT2FE4F1;GO;non;22;230;A 8;11,5;8,2;9,4;253;0,398;;0,155;0,191;0,001;2580;2810;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY TDV6 BVA 8 5PL 3180;M1GLDRVP0006202;LAS4KQ2FE5C1;GO;non;14;155;A 8;9,7;7,8;8,5;224;0,435;;0,157;0,202;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY TDV6 BVA 8 5PL 3240;M1GLDRVP0007203;LAS4KQ2FE5O1;GO;non;14;155;A 8;9,7;7,8;8,5;224;0,435;;0,157;0,202;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY TDV6 BVA 8 7PL 3180;M1GLDRVP0008204;LAS4KQ2FE7C1;GO;non;14;155;A 8;9,7;7,8;8,5;224;0,435;;0,157;0,202;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY TDV6 BVA 8 7PL 3240;M1GLDRVP0009205;LAS4KQ2FE7O1;GO;non;14;155;A 8;9,7;7,8;8,5;224;0,435;;0,157;0,202;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;RANGE ROVER;RANGE ROVER;RANGE ROVER V8 5.0L S/C;M1GLDRVP000A084;LMS4IO2FD5F1;ES;non;44;375;A 6;22,6;10,4;14,9;348;0,374;0,039;0,014;;0,001;2580;2776;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY SDV6 (255ch) BVA 8 5PL 3180;M1GLDRVP000A206;LAS4KW2FE5C1;GO;non;17;188;A 8;9,8;8,1;8,8;230;0,386;;0,16;0,194;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY V8 5.0L 5PL;M1GLDRVP000B049;LAS4JP2FD5O1;ES;non;29;276;A 6;19,8;10,7;14,1;328;0,145;0,045;0,032;;0,002;2564;2753;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 3P BVM 4 PL;M1GLDRVP000B182;LVJ3FF2FB4T2;GO;non;8;110;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1705;1890;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY SDV6 (255ch) BVA 8 5PL 3240;M1GLDRVP000B207;LAS4KW2FE5O1;GO;non;17;188;A 8;9,8;8,1;8,8;230;0,386;;0,16;0,194;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY V8 5.0L 7PL;M1GLDRVP000C050;LAS4JP2FD7O1;ES;non;29;276;A 6;19,8;10,7;14,1;328;0,145;0,045;0,032;;0,002;2564;2753;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 3P BVM 5 PL;M1GLDRVP000C183;LVJ3FF2FB5T2;GO;non;8;110;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1705;1890;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY SDV6 (255ch) BVA 8 7PL 3180;M1GLDRVP000C208;LAS4KW2FE7C1;GO;non;17;188;A 8;9,8;8,1;8,8;230;0,386;;0,16;0,194;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 3P BVA 4 PL;M1GLDRVP000D184;LVJ3FF2FD4T2;GO;non;9;110;A 6;7,8;5,7;6,4;169;0,075;;0,134;0,146;0,002;1720;1905;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;DISCOVERY;DISCOVERY;DISCOVERY SDV6 (255ch) BVA 8 5PL 3240;M1GLDRVP000D209;LAS4KW2FE7O1;GO;non;17;188;A 8;9,8;8,1;8,8;230;0,386;;0,16;0,194;0,001;2580;2767;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
LAND ROVER;RANGE ROVER SPORT;RANGE ROVER;RANGE ROVER SPORT V8 5.0L S/C;M1GLDRVP000E113;LSS4IO2FD5B1;ES;non;44;375;A 6;21,8;10,7;14,9;348;0,311;0,044;0,021;;0,002;2580;2747;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 3P BVA 5 PL;M1GLDRVP000E185;LVJ3FF2FD5T2;GO;non;9;110;A 6;7,8;5,7;6,4;169;0,075;;0,134;0,146;0,002;1720;1905;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;FREELANDER;FREELANDER;FREELANDER 2 TD4 2.2L 5PL BVM;M1GLDRVP000E210;LFS4FF2FB5H8;GO;non;9;110;M 6;7,4;5,6;6,2;165;0,12;;0,15;0,164;0;1835;2055;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER;RANGE ROVER;RANGE ROVER TDV8 4.4L;M1GLDRVP000F114;LMS4LT2FE5F1;GO;non;22;230;A 8;11,5;8,2;9,4;253;0,398;;0,155;0,191;0,001;2580;2810;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 3P BVM 4 PL;M1GLDRVP000F186;LVJ3FU2FB4T2;GO;non;11;140;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1705;1890;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;FREELANDER;FREELANDER;FREELANDER 2 TD4 2.2L 5PL BVA;M1GLDRVP000F211;LFS4FF2FD5H8;GO;non;9;110;A 6;8,7;5,8;7;185;0,06;;0,132;0,142;0;1845;2065;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 3P BVM 5 PL;M1GLDRVP000G187;LVJ3FU2FB5T2;GO;non;11;140;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1705;1890;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 3P BVA 4 PL;M1GLDRVP000H188;LVJ3FU2FD4T2;GO;non;11;140;A 6;7,8;5,7;6,4;169;0,075;;0,134;0,146;0,002;1720;1905;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;FREELANDER;FREELANDER;FREELANDER 2 SD4 2.2L 5PL BVA;M1GLDRVP000H213;LFS4FU2FD5H2;GO;non;12;140;A 6;8,7;5,8;7;185;0,06;;0,132;0,142;0;1845;2065;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 3P BVA 5 PL;M1GLDRVP000J189;LVJ3FU2FD5T2;GO;non;11;140;A 6;7,8;5,7;6,4;169;0,075;;0,134;0,146;0,002;1720;1905;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SI4 3P BVA 4 PL;M1GLDRVP000J190;LVJ3MV2FD4T2;ES;non;15;177;A 6;11,9;6,9;8,7;199;0,353;0,029;0,025;0,054;0,001;1690;1855;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SI4 3P BVA 5 PL;M1GLDRVP000K191;LVJ3MV2FD5T2;ES;non;15;177;A 6;11,9;6,9;8,7;199;0,353;0,029;0,025;0,054;0,001;1690;1855;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 5P BVM 5 PL;M1GLDRVP000L192;LVS5FF2FB5T2;GO;non;8;110;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1735;1920;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE TD4 5P BVA 5 PL;M1GLDRVP000M193;LVS5FF2FD5T2;GO;non;9;110;A 6;7,9;5,7;6,5;174;0,096;;0,122;0,134;0,002;1750;1935;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;FREELANDER;FREELANDER;FREELANDER 2 i6 3.2L;M1GLDRVP000N122;LFS4GJ2FD5H3;ES;non;16;171;A 6;15,5;8,1;10,7;255;0,149;0,044;0,028;;;1845;2030;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER SPORT;RANGE ROVER;RANGE ROVER SPORT TDV6 3.0L;M1GLDRVP000R029;LSS4KQ2FD5L1;GO;non;14;155;A 6;11,2;8,1;9,2;243;0,303;;0,177;0,215;0;2580;2738;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER SPORT;RANGE ROVER;RANGE ROVER SPORT SDV6 3.0L (245ch);M1GLDRVP000S030;LSS4KR2FD5L1;GO;non;16;180;A 6;11,2;8,1;9,2;243;0,303;;0,177;0,215;0;2580;2738;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 5P BVM 5 PL;M1GLDRVP000Y194;LVS5FU2FB5T2;GO;non;11;140;M 6;6,7;5,2;5,7;149;0,146;;0,128;0,143;0,001;1735;1920;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
LAND ROVER;RANGE ROVER EVOQUE;RANGE ROVER;RANGE ROVER EVOQUE SD4 5P BVA 5 PL;M1GLDRVP000Z195;LVS5FU2FD5T2;GO;non;11;140;A 6;7,9;5,7;6,5;174;0,096;;0,122;0,134;0,002;1750;1935;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
MERCEDES-BENZ;CLASSE G;G 55 AMG;G 55 AMG BREAK LONG BVA5;M1GMCDVP020C881;463C77PM1VZAAA500;ES;non;44;373;A 5;21,6;12,6;15,9;372;0,608;0,044;0,033;;;2580;2580;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
